"Var" "F.value" "P.value"
"1" "401.824" 4.44931003382602 7.71780694150562e-05
"2" "403.989" 2.63056272155228 0.00949579283806812
"3" "406.188" 4.89628996059171 2.42173820746263e-05
"4" "408.386" 1.43270729001534 0.186100895645565
"5" "410.55" 0.967683734539604 0.472032955711719
"6" "412.747" 1.36513227753709 0.215826229447538
"7" "414.91" 1.41309698806814 0.194348592771392
"8" "417.106" 4.50620518252647 6.65332280539852e-05
"9" "419.268" 1.22217982234321 0.291563377169373
"10" "421.463" 0.728744540775916 0.681472160327893
"11" "423.624" 2.32827515316266 0.0208979492402418
"12" "425.818" 1.80204215739516 0.0786133164300044
"13" "428.011" 1.10288709226356 0.368989329217748
"14" "430.17" 1.3718065688561 0.212724271855113
"15" "432.363" 1.29502316945945 0.250707954992839
"16" "434.521" 2.27209156121237 0.0241574311039003
"17" "436.712" 1.07153806442787 0.391493064398176
"18" "438.87" 0.893510665288107 0.534462816303867
"19" "441.06" 0.74696768592434 0.665038912496609
"20" "443.216" 1.36332631806863 0.216671975250044
"21" "445.405" 1.74485921882693 0.0902626697201544
"22" "447.561" 0.952587265697996 0.48444363459193
"23" "449.749" 0.179114105497515 0.995784508672553
"24" "451.937" 1.11125039196714 0.36313509851646
"25" "454.09" 1.40714326477146 0.196912935012873
"26" "456.277" 1.00140164944392 0.444925940588363
"27" "458.43" 1.37228533389356 0.212503187966318
"28" "460.615" 1.12874974315838 0.351091677257378
"29" "462.767" 1.0467251701201 0.409919941976926
"30" "464.952" 0.55754841127139 0.828144974271645
"31" "467.102" 1.97216944163698 0.0517039867154184
"32" "469.286" 1.52050519652991 0.15274649766813
"33" "471.435" 1.47513844836224 0.169271165110533
"34" "473.618" 1.1660284724044 0.326373054988008
"35" "475.766" 1.06106174381352 0.399207761277197
"36" "477.948" 0.864993958872271 0.559319512402068
"37" "480.096" 11.6845795925432 5.70692067501489e-12
"38" "482.276" 18.1610216686053 8.16263482413868e-17
"39" "484.423" 0.501854369823416 0.869593349448515
"40" "486.602" 0.845280521696483 0.576720168994998
"41" "488.748" 2.21603647470083 0.0278977333540923
"42" "490.926" 1.49665528584117 0.161249716287439
"43" "493.07" 1.83370476064958 0.0727780892061981
"44" "495.248" 1.43024626290653 0.187119372859788
"45" "497.391" 0.713566221620636 0.695117842664647
"46" "499.568" 1.19486411716506 0.308133268423883
"47" "501.71" 2.08154295214543 0.0392862684444154
"48" "503.886" 2.36360795611921 0.0190714015931172
"49" "506.027" 0.546053400406028 0.837051681059271
"50" "508.201" 1.4900119055558 0.163690435970122
"51" "510.342" 0.641158568375482 0.759045790043797
"52" "512.482" 0.722803449605462 0.68681909378484
"53" "514.655" 0.833787577575557 0.586933910820777
"54" "516.794" 2.23135500389533 0.026823409252856
"55" "518.965" 1.24805923659104 0.276497232264008
"56" "521.103" 1.10767494908673 0.365630114207135
"57" "523.274" 1.21281631032747 0.297165873375476
"58" "525.411" 1.03186996980973 0.421205315258371
"59" "527.581" 1.58969302155591 0.130265995969042
"60" "529.717" 3.15426006237465 0.00237203865421835
"61" "531.885" 1.6559466404256 0.111552028639292
"62" "534.02" 0.663587560881648 0.739523093963375
"63" "536.188" 1.56143243476042 0.1390678238079
"64" "538.322" 3.40230054699923 0.00122595387418721
"65" "540.455" 1.14413210040647 0.340736854085199
"66" "542.621" 0.64273087227088 0.757687808747104
"67" "544.754" 1.89030647991499 0.0633405688938693
"68" "546.919" 1.99901673376964 0.048349770696831
"69" "549.05" 2.41595216703331 0.0166479642917454
"70" "551.215" 2.83497064729729 0.00553680337763523
"71" "553.345" 3.36911747275591 0.00133912567365497
"72" "555.475" 2.20576363959502 0.0286413318225194
"73" "557.637" 2.02793162232849 0.0449685819230438
"74" "559.766" 1.73067575549092 0.0933883234986122
"75" "561.928" 1.60954503872888 0.124383288692807
"76" "564.056" 1.9470303230522 0.0550434292090916
"77" "566.216" 1.94566866708294 0.0552300038488766
"78" "568.343" 2.16889107636354 0.0314709418295009
"79" "570.47" 3.4138223691303 0.00118894099437002
"80" "572.629" 3.77011442029802 0.000461396450437237
"81" "574.754" 3.83954051533999 0.000383872117406657
"82" "576.912" 3.9723746033303 0.000270151809238635
"83" "579.036" 6.73349999868352 2.50872338962929e-07
"84" "581.16" 4.40019836457513 8.77436187838669e-05
"85" "583.317" 1.65083531492557 0.112904460396746
"86" "585.44" 1.88073940138598 0.0648508168500637
"87" "587.595" 1.15441446360428 0.333936609417077
"88" "589.717" 2.50415942445763 0.0132273343296745
"89" "591.839" 1.53042571723192 0.149326633790486
"90" "593.993" 0.399626650354675 0.932219800137551
"91" "596.113" 1.74002654477537 0.0913167068707971
"92" "598.233" 1.95776934118735 0.0535926783607652
"93" "600.385" 1.96073606188646 0.0531983125275787
"94" "602.504" 1.36804938879863 0.214465890458289
"95" "604.656" 1.2041762458637 0.302407154344537
"96" "606.774" 3.07238248676087 0.00294902883954062
"97" "608.891" 2.70934944178814 0.00771652627875626
"98" "611.041" 1.48272384726239 0.166404793671104
"99" "613.158" 1.56103600401423 0.139194955264956
"100" "615.273" 4.13928655644815 0.000173968105135647
"101" "617.422" 1.13316679979343 0.348096036566216
"102" "619.537" 0.548006520263399 0.835550342380916
"103" "621.684" 1.74937923782743 0.0892869549367491
"104" "623.798" 1.38398796845938 0.207158223783929
"105" "625.912" 3.05061117141243 0.0031247065804817
"106" "628.058" 1.61657658000722 0.122357356716599
"107" "630.17" 1.05268550163058 0.405444857301856
"108" "632.282" 0.983535816838548 0.459180721621417
"109" "634.427" 1.63531176713409 0.117103144444801
"110" "636.538" 1.51637516338462 0.154190323954042
"111" "638.648" 2.46178619478976 0.0147747630716872
"112" "640.791" 1.22755196141596 0.288385440267233
"113" "642.901" 1.08848379452679 0.379219544173063
"114" "645.01" 0.793106404483083 0.623395201208621
"115" "647.151" 1.12937630824459 0.350665652933687
"116" "649.259" 1.50324646983664 0.158859488610893
"117" "651.367" 2.24482797411395 0.0259116457462295
"118" "653.507" 1.50814689049396 0.157102448986133
"119" "655.613" 1.08432357903293 0.382209061624005
"120" "657.719" 1.01462991195528 0.43453416224804
"121" "659.825" 1.37925705735878 0.209305347179424
"122" "661.963" 0.749542141449075 0.662714652796036
"123" "664.067" 2.03843000361105 0.0437975406440025
"124" "666.171" 2.38373637666679 0.0181013356595363
"125" "668.308" 2.85338221473472 0.00527336721795854
"126" "670.411" 3.52282151053371 0.000889713252588288
"127" "672.514" 1.68018076705635 0.10533724367285
"128" "674.649" 1.18188243681604 0.316249562289061
"129" "676.75" 0.904888043270919 0.524664469583651
"130" "678.851" 0.441549060210933 0.908899911600294
"131" "680.952" 1.03114735652153 0.421759032817951
"132" "683.085" 0.875084140299805 0.550478682206765
"133" "685.185" 0.998517955493412 0.447209875620305
"134" "687.284" 2.56043518522964 0.0114154788224696
"135" "689.415" 0.915993431630717 0.515172223706079
"136" "691.514" 0.724941340994897 0.684895774130541
"137" "693.611" 0.815704853242602 0.603089982496203
"138" "695.709" 1.87571996713413 0.0656566082362246
"139" "697.838" 1.04869823661328 0.408435159640885
"140" "699.934" 0.521785120166513 0.855272390270694
"141" "702.03" 3.74299800454087 0.000495793053455709
"142" "704.125" 0.886715038747398 0.540349039901566
"143" "706.253" 1.74444578558655 0.0903524030015015
"144" "708.347" 0.739887290999424 0.671428476468683
"145" "710.441" 1.34086349626464 0.227421686909717
"146" "712.534" 1.06332844186729 0.397530429762463
"147" "714.66" 2.2062057364847 0.0286089406305305
"148" "716.752" 3.44545992347754 0.00109296365854135
"149" "718.844" 2.40982172651777 0.0169154662921105
"150" "720.936" 5.49875786217022 5.21941910200899e-06
"151" "723.059" 3.70593660220115 0.000547014485855853
"152" "725.15" 6.7479075018706 2.42362204600556e-07
"153" "727.24" 3.92122757429534 0.000309251918383595
"154" "729.329" 1.69224133025887 0.102363008568829
"155" "731.451" 1.76912573273173 0.0851371528132436
"156" "733.539" 2.34802163508773 0.0198571540670634
"157" "735.627" 0.866847718755425 0.557691758725767
"158" "737.715" 1.19779673017693 0.30632133736692
"159" "739.802" 2.06074995107373 0.041403656286453
"160" "741.921" 3.50768456430081 0.000926253725647936
"161" "744.007" 3.6313343162431 0.000666824958440648
"162" "746.093" 4.04180983446306 0.000224910740760277
"163" "748.178" 1.58462837148996 0.131805980899865
"164" "750.262" 4.39227515268605 8.95802579743063e-05
"165" "752.379" 1.53746302447806 0.146941600607083
"166" "754.463" 1.57465995380581 0.134884427968306
"167" "756.546" 2.63080521373296 0.00948973993851225
"168" "758.628" 3.36759808971448 0.00134455096040031
"169" "760.711" 0.733588192319745 0.677108414432871
"170" "762.825" 0.440143687203818 0.909737507853333
"171" "764.906" 0.508491278660076 0.864892287222931
"172" "766.987" 0.30061682718604 0.972784774048842
"173" "769.067" 2.3319346651738 0.0207011429646029
"174" "771.147" 3.05205458954693 0.00311274343371715
"175" "773.226" 3.78500359720094 0.000443541190598466
"176" "775.338" 5.02415937918117 1.74368062937996e-05
"177" "777.416" 5.84459462805882 2.19670286775224e-06
"178" "779.494" 10.9860795982156 2.26050142064359e-11
"179" "781.571" 9.68671241416413 3.26053812497217e-10
"180" "783.648" 9.60477936896372 3.8772380490178e-10
"181" "785.725" 11.0614061090404 1.94496994910725e-11
"182" "787.833" 5.89015029867682 1.9617423422733e-06
"183" "789.908" 7.81089158043463 2.01248646153461e-08
"184" "791.983" 6.79830793834287 2.14835481528542e-07
"185" "794.058" 2.60038444348312 0.0102795052141972
"186" "796.132" 3.76021436319697 0.000473667171135528
"187" "798.206" 2.30784446296292 0.0220305463057892
"188" "800.279" 5.27680815656609 9.15101998651315e-06
"189" "802.384" 4.9095235350884 2.34063681257079e-05
"190" "804.456" 6.25317750757334 8.02319870446769e-07
"191" "806.527" 5.20324593908328 1.10339906488612e-05
"192" "808.599" 5.64836552848213 3.58433785456825e-06
"193" "810.669" 4.93254600268593 2.20604365354739e-05
"194" "812.739" 3.0125745678116 0.00345699055263852
"195" "814.809" 3.8037304977195 0.00042206703176669
"196" "816.878" 1.09368432050597 0.375504251350143
"197" "818.98" 3.5875880980051 0.000749004628756328
"198" "821.048" 1.4171974485431 0.19259891040012
"199" "823.116" 2.43123599036031 0.0159989054996671
"200" "825.183" 3.4928976710345 0.000963402102027311
"201" "827.25" 3.35783423185079 0.00137994375982284
"202" "829.316" 3.31115985300462 0.0015624486129336
"203" "831.382" 1.92996858128837 0.0574247728519453
"204" "833.448" 3.32845415116652 0.00149216667552544
"205" "835.513" 2.9416653192701 0.00417303961355803
"206" "837.577" 1.88714679240891 0.0638356687666695
"207" "839.641" 1.9054037840696 0.0610242650413699
"208" "841.737" 1.9378693386866 0.0563102194952399
"209" "843.8" 2.01469208527078 0.0464878834019146
"210" "845.863" 3.67402762329929 0.000595358396665128
"211" "847.925" 2.09068067928247 0.0383888476670398
"212" "849.986" 2.12203499183976 0.0354563115930389
"213" "852.048" 1.76034675960517 0.0869596445298325
"214" "854.108" 2.30821806614338 0.0220093101160808
"215" "856.168" 2.4263489735923 0.0162037083122221
"216" "858.228" 1.73370860195146 0.0927117361493425
"217" "860.288" 1.46711474376303 0.172349442638083
"218" "862.346" 1.578384772699 0.133726730472256
"219" "864.405" 1.32188500600202 0.236840344909161
"220" "866.463" 1.69986420494053 0.100522788977488
"221" "868.52" 2.97477873278949 0.00382196072610581
"222" "870.577" 1.64157604406575 0.115392180292122
"223" "872.633" 0.890187219342915 0.537338447173806
"224" "874.689" 1.23642845446896 0.283192474196984
"225" "876.745" 1.89086141816528 0.0632539867485567
"226" "878.8" 1.10585624330995 0.366903693576576
"227" "880.886" 0.711222314806207 0.697220325071346
"228" "882.941" 1.19280175798886 0.309412268230324
"229" "884.994" 3.77165011125805 0.000459521876786036
"230" "887.047" 3.75087832466584 0.000485539389235304
"231" "889.1" 3.09839002492386 0.00275201859247203
"232" "891.152" 2.10816258070299 0.0367262981538781
"233" "893.204" 2.56500884085566 0.0112794186958368
"234" "895.255" 1.79182713571906 0.0805866100657564
"235" "897.306" 1.62988979467317 0.118602455522251
"236" "899.356" 2.41663705999371 0.0166183365695212
"237" "901.406" 1.92294712043639 0.0584326957331521
"238" "903.455" 2.05705257618927 0.0417913969764578
"239" "905.504" 2.17345463782371 0.0311066608686167
"240" "907.553" 2.81724344292977 0.00580275242107425
"241" "909.601" 4.4413054834512 7.88080420398219e-05
"242" "911.648" 7.21272925505942 8.05031412632763e-08
"243" "913.663" 2.98538814599819 0.0037158095735999
"244" "915.71" 7.32461641932121 6.19456038036585e-08
"245" "917.756" 2.83570036659013 0.00552611850889133
"246" "919.802" 2.30982743999761 0.0219180576982004
"247" "921.847" 2.44888710342448 0.0152800361073919
"248" "923.891" 2.15039704685521 0.0329896573174145
"249" "925.936" 2.92393679645348 0.00437398234346899
"250" "927.979" 1.89418270171355 0.0627381119938011
"251" "930.023" 2.43240570830107 0.0159502617103459
"252" "932.066" 3.00532964259801 0.00352415735630311
"253" "934.108" 1.86406590249579 0.0675637635910943
"254" "936.15" 0.747252195409086 0.664782074567309
"255" "938.191" 1.27349610301823 0.262282841863535
"256" "940.232" 0.781507504772371 0.63385127091034
"257" "942.273" 2.79654191268753 0.00612936549128008
"258" "944.313" 1.03476509971813 0.418991258995174
"259" "946.352" 2.73316263896451 0.00724663302459709
"260" "948.391" 1.72038464215594 0.0957180026504405
"261" "950.43" 2.03143733675649 0.0445742624787294
"262" "952.436" 3.71113920180671 0.000539515069188173
"263" "954.474" 3.88452155385407 0.000340782677126817
"264" "956.511" 1.26516815975916 0.266872156602003
"265" "958.548" 3.69317592318398 0.00056585540497392
"266" "960.584" 2.57395971481244 0.0110177349471884
"267" "962.62" 3.63707398969375 0.00065673696793092
"268" "964.656" 2.50650747470927 0.0131463918392022
"269" "966.691" 1.40528691879933 0.197718292071851
"270" "968.725" 2.74320268356717 0.00705709267151495
"271" "970.759" 1.44723672968002 0.180183691998572
"272" "972.761" 1.94188012174481 0.0557522567268668
"273" "974.794" 2.54056332316091 0.0120255888628276
"274" "976.826" 1.57666238134606 0.134260958906443
"275" "978.859" 0.64359880893094 0.756937452874537
"276" "980.89" 1.87487365218123 0.0657933909006684
"277" "982.922" 1.92484458470617 0.0581586865539505
"278" "984.952" 2.83435316037271 0.00554586087418514
"279" "986.983" 2.27334827288436 0.0240794065774134
"280" "988.981" 2.37043561489597 0.0187368089055602
"281" "991.01" 1.63723663083194 0.116574989306058
"282" "993.039" 3.43421166428247 0.00112616363130188
"283" "995.067" 2.20481046452966 0.0287112886603484
"284" "997.095" 2.95166557006874 0.00406376501677687
"285" "999.123" 2.77505441939784 0.00648762066626746
"286" "1001.15" 10.8950067158716 2.71279122098422e-11
"287" "1003.145" 8.43199233314135 4.95233127131508e-09
"288" "1005.171" 9.12839379009186 1.07447187318634e-09
"289" "1007.197" 7.34060404623605 5.96751925638757e-08
"290" "1009.222" 5.39378297081513 6.80301408093108e-06
"291" "1011.247" 5.67554545398326 3.34856296194027e-06
"292" "1013.271" 4.01993239993522 0.000238274236001872
"293" "1015.263" 8.15161506741824 9.28252274378816e-09
"294" "1017.287" 4.5861717989951 5.40290940858215e-05
"295" "1019.31" 4.04657292419676 0.000222102919849022
"296" "1021.332" 1.2450178874443 0.278236063221515
"297" "1023.354" 2.15938353626889 0.0322430968325216
"298" "1025.344" 2.62560719973447 0.00962032442706899
"299" "1027.365" 3.60299526385918 0.000718961448704571
"300" "1029.386" 7.71459509618166 2.50965525121412e-08
"301" "1031.406" 4.30396268070583 0.000112881343232613
"302" "1033.426" 4.04275305453213 0.000224351889035945
"303" "1035.413" 2.42643291755882 0.0162001689140219
"304" "1037.432" 1.17920514296499 0.31794282314252
"305" "1039.45" 1.40338812967662 0.198544928214477
"306" "1041.468" 2.18350342163756 0.0303187811980233
"307" "1043.486" 3.15044956393635 0.00239620370654747
"308" "1045.471" 2.27838792724025 0.0237689584467171
"309" "1047.488" 1.39646960751131 0.201581512219983
"310" "1049.504" 1.11916047353801 0.357656598533986
"311" "1051.519" 1.34096697665525 0.227371181618379
"312" "1053.503" 1.60177934685115 0.12665559829337
"313" "1055.518" 3.67718587025802 0.000590387926442454
"314" "1057.532" 4.99534502214895 1.87741236645657e-05
"315" "1059.546" 2.28765012761909 0.0232084807163544
"316" "1061.528" 4.05980953368447 0.00021448416234341
"317" "1063.54" 2.42819584753823 0.0161260112138796
"318" "1065.553" 2.51494004185642 0.0128596843460356
"319" "1067.565" 1.19041385247825 0.310898071498902
"320" "1069.545" 1.05185894562182 0.406063618566361
"321" "1071.556" 1.92375248401755 0.0583162466040604
"322" "1073.567" 2.25719972737748 0.0251008512853725
"323" "1075.545" 3.0597167285681 0.00304999847301545
"324" "1077.555" 3.98892582519929 0.000258597209029063
"325" "1079.564" 3.21965052747118 0.00199327169995911
"326" "1081.573" 4.86835343733701 2.60242160459373e-05
"327" "1083.55" 3.92018484814992 0.000310105741761597
"328" "1085.558" 3.9317126998446 0.000300796811295452
"329" "1087.565" 6.50378473014047 4.36169404862875e-07
"330" "1089.541" 5.90523588732899 1.88969907899238e-06
"331" "1091.547" 4.32601754452038 0.000106542732382623
"332" "1093.553" 5.32390518595795 8.12001846088998e-06
"333" "1095.528" 1.74709765677223 0.0897782503666258
"334" "1097.533" 6.16818912440339 9.8795501577524e-07
"335" "1099.538" 4.3017730001806 0.000113531091339233
"336" "1101.542" 4.49212401713137 6.90209576809972e-05
"337" "1103.514" 4.30689965063183 0.000112015743511457
"338" "1105.518" 5.11880935728827 1.36859616578959e-05
"339" "1107.521" 3.36547851869397 0.0013521561224273
"340" "1109.492" 3.18142192487666 0.00220668700786864
"341" "1111.494" 2.57781683857502 0.0109068171978593
"342" "1113.464" 1.5642253884348 0.138175059913279
"343" "1115.465" 2.44914472617837 0.0152697813212269
"344" "1117.466" 1.59438279514132 0.128854317755927
"345" "1119.435" 4.24873470973741 0.000130477247156493
"346" "1121.434" 2.81883477176651 0.00577837086992115
"347" "1123.434" 4.13530151565198 0.000175802387216261
"348" "1125.401" 4.08491089072446 0.000200752234614812
"349" "1127.4" 4.69730515944028 4.04896000533778e-05
"350" "1129.398" 6.23070913247168 8.47643350569433e-07
"351" "1131.364" 3.23385487294612 0.00191933722442341
"352" "1133.361" 2.45296361510298 0.0151185554350341
"353" "1135.326" 0.736966585532964 0.674062717781119
"354" "1137.323" 2.02022825839172 0.0458467372385867
"355" "1139.318" 2.73075369095526 0.0072928530401698
"356" "1141.282" 2.59411620521673 0.0104500952579834
"357" "1143.277" 2.76406002984557 0.00667885825396682
"358" "1145.272" 3.85650044965452 0.000367016044635429
"359" "1147.234" 7.33785452237368 6.00595326187193e-08
"360" "1149.228" 6.74128693998609 2.46235700895553e-07
"361" "1151.19" 4.98153547902421 1.94514394002175e-05
"362" "1153.182" 2.53907117356969 0.0120726716163647
"363" "1155.143" 2.75838919339836 0.0067796653176476
"364" "1157.135" 1.92195027604089 0.058577134603113
"365" "1159.126" 0.851940311236555 0.570823957110696
"366" "1161.086" 2.4304999400885 0.0160295890587915
"367" "1163.076" 1.72371342184711 0.0949586813489224
"368" "1165.035" 0.847633684036884 0.574634847817462
"369" "1167.024" 1.07861021744421 0.386339809507042
"370" "1168.982" 2.37147994655499 0.018686137527688
"371" "1170.971" 1.91195685831577 0.0600438266545031
"372" "1172.959" 2.21267885902935 0.0281387007940627
"373" "1174.916" 1.62551702346069 0.119824188969315
"374" "1176.903" 1.05918247509297 0.40060179617192
"375" "1178.858" 1.31493294067875 0.240368676981266
"376" "1180.845" 0.774589485940229 0.640094642686242
"377" "1182.8" 3.1094814000594 0.00267204181305227
"378" "1184.785" 0.886553607260331 0.540489164549381
"379" "1186.739" 1.38672023595196 0.205926572523301
"380" "1188.724" 1.25636798254388 0.27178977057656
"381" "1190.677" 0.382607428305155 0.940669907370033
"382" "1192.66" 1.53542418487259 0.147629120746142
"383" "1194.613" 0.79843845522853 0.618595116200733
"384" "1196.595" 2.73222580090464 0.00726457347324061
"385" "1198.547" 0.463996479894758 0.895020426563688
"386" "1200.529" 2.05262898346991 0.0422598464822092
"387" "1202.479" 1.45742438238082 0.176131254723454
"388" "1204.46" 3.08266398956201 0.00286951959413775
"389" "1206.41" 0.973603897616981 0.467211175881006
"390" "1208.39" 2.50714796346692 0.0131243971500466
"391" "1210.339" 1.73734776897349 0.0919058226359287
"392" "1212.318" 2.59393290880908 0.0104551253285718
"393" "1214.266" 5.40795676440846 6.56351779801833e-06
"394" "1216.244" 2.3467283396754 0.0199237499462084
"395" "1218.191" 2.56955282793686 0.0111458187393617
"396" "1220.169" 4.62154269311391 4.92840449458931e-05
"397" "1222.115" 4.94035830645876 2.16217589525044e-05
"398" "1224.091" 6.68082948277245 2.84657580737619e-07
"399" "1226.037" 6.30955904243733 6.9912862376723e-07
